"sesso";"titolo";"giuridica2";"area";"corso";"aula";"edizione";"ore";"trimestre";"iscritti";"formati";"esito"
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FGRF                                                     ";"FUORI";"A09CP";32;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ";"DENTRO";"A09AL";16;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"B09MD";42;1;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FTP                                                      ";"FUORI";"A09BB";32;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"B09MD";42;1;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FTP                                                      ";"FUORI";"A09BB";32;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMUNICAZIONE                           ";"LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ";"FUORI";"D09FV";12;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ";"FUORI";"C09MM";8;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ";"DENTRO";"B09AL";28;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"GESTIONE DEL TEMPO                                                              ";"FUORI";"A09FV";16;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIRE IL CAMBIAMENTO                                                          ";"DENTRO";"POGRU";16;1;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI MEMORIZZAZIONE                                                      ";"FUORI";"C09FV";8;3;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"FUORI";"B09AL";16;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FA                                                       ";"FUORI";"A09CP";32;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ";"DENTRO";"A09MM";12;2;1;1;1
"F";"LAUREA                             ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI MEMORIZZAZIONE                                                      ";"FUORI";"C09FV";8;3;1;1;1
"F";"LAUREA                             ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"UTILIZZO EFFICACE E CORRETTO DELLA PROPRIA POSTAZIONE DI LAVORO                 ";"DENTRO";"C09MM";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ANALISI E PROGETTAZIONE DATI                                                    ";"FUORI";"A09MS";16;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ARCVIEW 3.3 - CORSO BASE                                                        ";"FUORI";"A09AT";16;2;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE";"DENTRO";"C09AL";28;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"LETTURA RAPIDA DI DOCUMENTI                                                     ";"FUORI";"D09FV";16;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ";"DENTRO";"A09MM";12;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMUNICAZIONE                           ";"CERIMONIALE, RELAZIONI ESTERNE ED ORGANIZZAZIONE EVENTI                         ";"FUORI";"B09MS";16;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"TECNICHE DI GESTIONE DELLA BIBLIOTECA E CATALOGAZIONE DOCUMENTI                 ";"FUORI";"A09FV";16;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FCI                                                      ";"FUORI";"A09GR";32;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ";"FUORI";"B09FV";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"TESTO UNICO SULLA SICUREZZA (D.LGS. 81/2008)                                    ";"FUORI";"A09CB";12;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"LE RECENTI SENTENZE IN TEMA DI APPALTI PUBBLICI (LAVORI, FORNITURE E SERVIZI)   ";"FUORI";"A09MS";16;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ";"DENTRO";"D09FV";16;3;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"LAVORARE PER PROCESSI                                                           ";"FUORI";"A09MS";24;3;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"FUORI";"B09AL";24;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FA                                                       ";"FUORI";"A09CP";32;4;1;1;1
"F";"LAUREA                             ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"B09MS";24;2;1;1;1
"F";"LAUREA                             ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ";"DENTRO";"B09AT";20;2;1;1;1
"F";"LAUREA                             ";"Categoria C";"EUROPEA                                 ";"I FONDI STRUTTURALI                                                             ";"DENTRO";"B09AL";16;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"GESTIONE DEL TEMPO                                                              ";"FUORI";"C09FV";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"LETTURA RAPIDA DI DOCUMENTI                                                     ";"FUORI";"D09FV";16;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI MEMORIZZAZIONE                                                      ";"FUORI";"D09FV";8;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ";"FUORI";"D09MM";8;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL RIPARTO DELLA GIURISDIZIONE TRA GIUDICE ORDINARIO E GIUDICE AMMINISTRATIVO NE";"FUORI";"A09CB";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ARCGIS 9.2 - CORSO BASE                                                         ";"FUORI";"A09AT";16;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ARCGIS 9.2 - CORSO AVANZATO                                                     ";"FUORI";"B09AT";24;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE";"FUORI";"A09MD";24;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FTP                                                      ";"FUORI";"A09BB";32;4;1;1;1
"M";"LAUREA                             ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FCI                                                      ";"FUORI";"A09GR";32;4;1;1;1
"M";"LAUREA                             ";"Categoria C";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"B09CB";8;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"MANAGERIALE                             ";"LA GOVERNANCE DELLE RETI DI PUBBLICO INTERESSE                                  ";"FUORI";"A09CB";40;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ";"FUORI";"A09MS";16;2;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ";"DENTRO";"B09AL";8;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LA PROIEZIONE INTERNAZIONALE DEI SISTEMI TERRITORIALI: GLI ASSET E GLI STRUMENTI";"FUORI";"A09GR";30;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"GROUPWISE CLIENT                                                                ";"DENTRO";"D08BB";16;1;1;1;1
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"LE TECNOLOGIE PER LA MULTIMEDIALITA' E LA MULTICANALITA'                        ";"DENTRO";"A08AT";16;1;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ";"FUORI";"B09MS";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"A09CB";8;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ";"DENTRO";"A09MM";24;4;1;NA;0
"F";"SPECIALIZZAZIONI POSTLAUREA        ";"Categoria D";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"A09CB";8;2;1;1;1
"M";"LAUREA                             ";"Redattori";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ";"FUORI";"B09MD";24;2;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ";"DENTRO";"D09AL";28;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"CORSO D'AGGIORNAMENTO PER ADDETTO ALLA SEGRETERIA LEGALE                        ";"FUORI";"A09MD";30;3;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"COMUNICAZIONE                           ";"LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ";"FUORI";"B09FV";12;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"GROUPWISE CLIENT                                                                ";"DENTRO";"D08BB";16;1;1;1;1
"M";"LAUREA                             ";"Categoria D";"EUROPEA                                 ";"I FONDI STRUTTURALI                                                             ";"DENTRO";"D09GR";16;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ";"DENTRO";"B09AL";8;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"LAVORARE PER PROCESSI                                                           ";"FUORI";"A09MS";24;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"FUORI";"B09AL";24;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ";"FUORI";"B09MM";24;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FORU                                                     ";"FUORI";"A09MS";32;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIRE IL CAMBIAMENTO                                                          ";"DENTRO";"POGRU";16;1;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"DENTRO";"B08AT";24;1;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria B";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"LE TECNOLOGIE PER LA MULTIMEDIALITA' E LA MULTICANALITA'                        ";"DENTRO";"A09MM";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ";"FUORI";"A09MM";8;2;1;NA;0
"M";"LAUREA                             ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI MEMORIZZAZIONE                                                      ";"FUORI";"D09FV";8;4;1;NA;0
"M";"LAUREA                             ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"METODOLOGIE DI MONITORAGGIO SU INDICATORI AGROAMBIENTALI E SOCIO-ECONOMICI      ";"FUORI";"A09GR";32;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ";"DENTRO";"B09FV";16;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"B09CB";8;2;1;1;1
"F";"DIPLOMA UNIVERSITARIO              ";"Categoria D";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"B09CB";8;2;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"DENTRO";"A08AL";16;1;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ";"FUORI";"A09MM";24;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"IL GOVERNO DELLE PARTECIPAZIONI REGIONALI                                       ";"FUORI";"A09CB";24;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ";"DENTRO";"A09AT";16;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ";"DENTRO";"D09AT";20;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"A09MS";24;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ";"DENTRO";"B09MM";12;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"LINGUAGGIO SQL                                                                  ";"FUORI";"A09MM";24;3;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ";"FUORI";"B09AL";16;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FTP                                                      ";"FUORI";"A09BB";32;4;1;1;1
"M";"LAUREA                             ";"Redattori";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ";"FUORI";"A09MD";24;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"B09MD";42;1;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ARCGIS 9.2 - CORSO BASE                                                         ";"FUORI";"C09AT";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"AUTOCAD - CORSO AVANZATO                                                        ";"FUORI";"B09AT";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE";"FUORI";"A09MD";24;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI NEGOZIAZIONE                                                        ";"FUORI";"A09FV";16;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMUNICAZIONE                           ";"SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ";"DENTRO";"A09GR";16;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"DENTRO";"B08AT";24;1;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"LETTURA RAPIDA DI DOCUMENTI                                                     ";"FUORI";"D09FV";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ";"FUORI";"C09MS";8;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL RIPARTO DELLA GIURISDIZIONE TRA GIUDICE ORDINARIO E GIUDICE AMMINISTRATIVO NE";"FUORI";"A09CB";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ";"DENTRO";"D09AL";28;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"UTILIZZO EFFICACE E CORRETTO DELLA PROPRIA POSTAZIONE DI LAVORO                 ";"FUORI";"B09MM";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV";"FUORI";"B09MS";32;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE";"DENTRO";"C09AL";28;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"FORMATORE D'AULA                                                                ";"DENTRO";"A09MS";24;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"DENTRO";"A08AL";16;1;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"DENTRO";"C08AT";24;1;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FGRF                                                     ";"FUORI";"A09CP";32;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"FUORI";"A08AT";24;1;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ";"FUORI";"D09MS";8;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"DRAW                                                                            ";"FUORI";"A09AT";2;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"A09CB";8;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ";"FUORI";"A09MM";24;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ";"FUORI";"A09MD";22;1;1;NA;0
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"M";"LICENZA SCUOLA MEDIA               ";"Categoria B";"TECNICO-SPECIALISTICA                   ";"GUIDA SICURA                                                                    ";"FUORI";"C08RP";8;2;1;1;1
"M";"LICENZA SCUOLA MEDIA               ";"Categoria B";"COMPETENZE TRASVERSALI                  ";"GLI AUTISTI DI RAPPRESENTANZA                                                   ";"FUORI";"A09AT";8;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"GESTIONE DEL TEMPO                                                              ";"FUORI";"B09FV";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ";"FUORI";"D09MM";8;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ";"DENTRO";"A09AT";16;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ";"FUORI";"C09MS";8;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"ELEMENTI DI ORGANIZZAZIONE - CORSO BASE                                         ";"DENTRO";"B09MS";16;3;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FA                                                       ";"FUORI";"B09CP";32;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ";"FUORI";"C09AL";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE";"DENTRO";"B09AL";28;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ";"DENTRO";"C09AL";28;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FGRF                                                     ";"FUORI";"A09CP";32;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"B09MS";24;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"C09MS";24;3;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"D09MS";24;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"MATERIE SPECIALISTICHE FA                                                       ";"FUORI";"A09CP";32;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ";"DENTRO";"A09AT";20;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ";"DENTRO";"E09AL";16;4;1;NA;0
